"DT_INCLUSAO";"Qualificação_Municípios.Região Covid-19";"Total de Casos";"Cod_Região";"Cod_Macro"
"11/06/2020";"Uruguaiana - R03";4;3;"CO"
"09/06/2020";"Taquara - R06";4;6;"ME"
"06/06/2020";"Taquara - R06";1;6;"ME"
"09/06/2020";"Santa Maria - R01, R02";10;1;"CO"
"06/06/2020";"Pelotas - R21";13;21;"SU"
"10/06/2020";"Santa Rosa - R14";7;14;"MI"
"05/06/2020";"Bagé - R22";5;22;"SU"
"05/06/2020";"Cachoeira do Sul - R27";5;27;"VA"
"09/06/2020";"Santa Rosa - R14";2;14;"MI"
"05/06/2020";"Santa Rosa - R14";1;14;"MI"
"18/06/2020";"Passo Fundo - R17, R18, R19";118;17;"NO"
"18/06/2020";"Caxias do Sul - R23, R24, R25, R26";123;23;"SE"
"18/06/2020";"Porto Alegre - R10";64;10;"ME"
"18/06/2020";"Santa Cruz do Sul - R28";7;28;"VA"
"18/06/2020";"Santa Maria - R01, R02";28;1;"CO"
"18/06/2020";"Novo Hamburgo - R07";71;7;"ME"
"18/06/2020";"Uruguaiana - R03";25;3;"CO"
"18/06/2020";"Santa Rosa - R14";3;14;"MI"
"16/06/2020";"Novo Hamburgo - R07";59;7;"ME"
"16/06/2020";"Canoas - R08";43;8;"ME"
"16/06/2020";"Caxias do Sul - R23, R24, R25, R26";278;23;"SE"
"16/06/2020";"Capão da Canoa - R04, R05";16;4;"ME"
"16/06/2020";"Cruz Alta - R12";20;12;"MI"
"16/06/2020";"Ijuí - R13";12;13;"MI"
"16/06/2020";"Passo Fundo - R17, R18, R19";109;17;"NO"
"16/06/2020";"Lajeado - R29, R30";48;29;"VA"
"16/06/2020";"Erechim - R16";42;16;"NO"
"13/06/2020";"Santa Cruz do Sul - R28";2;28;"VA"
"13/06/2020";"Cruz Alta - R12";2;12;"MI"
"13/06/2020";"Santa Rosa - R14";1;14;"MI"
"13/06/2020";"Santa Maria - R01, R02";3;1;"CO"
"13/06/2020";"Santo Ângelo - R11";4;11;"MI"
"18/06/2020";"Santo Ângelo - R11";14;11;"MI"
"18/06/2020";"Pelotas - R21";27;21;"SU"
"15/06/2020";"Bagé - R22";5;22;"SU"
"15/06/2020";"Caxias do Sul - R23, R24, R25, R26";138;23;"SE"
"15/06/2020";"Santa Maria - R01, R02";69;1;"CO"
"15/06/2020";"Passo Fundo - R17, R18, R19";119;17;"NO"
"15/06/2020";"Uruguaiana - R03";9;3;"CO"
"15/06/2020";"Porto Alegre - R10";65;10;"ME"
"15/06/2020";"Lajeado - R29, R30";71;29;"VA"
"15/06/2020";"Erechim - R16";22;16;"NO"
"15/06/2020";"Capão da Canoa - R04, R05";15;4;"ME"
"15/06/2020";"Canoas - R08";43;8;"ME"
"15/06/2020";"Cachoeira do Sul - R27";10;27;"VA"
"16/06/2020";"Santa Maria - R01, R02";85;1;"CO"
"16/06/2020";"Porto Alegre - R10";200;10;"ME"
"16/06/2020";"Uruguaiana - R03";19;3;"CO"
"17/06/2020";"Passo Fundo - R17, R18, R19";69;17;"NO"
"17/06/2020";"Novo Hamburgo - R07";60;7;"ME"
"17/06/2020";"Lajeado - R29, R30";61;29;"VA"
"17/06/2020";"Canoas - R08";46;8;"ME"
"17/06/2020";"Erechim - R16";39;16;"NO"
"17/06/2020";"Capão da Canoa - R04, R05";20;4;"ME"
"17/06/2020";"Palmeira das Missões - R15, R20";35;15;"NO"
"17/06/2020";"Caxias do Sul - R23, R24, R25, R26";155;23;"SE"
"18/06/2020";"Canoas - R08";34;8;"ME"
"18/06/2020";"Lajeado - R29, R30";47;29;"VA"
"18/06/2020";"Palmeira das Missões - R15, R20";26;15;"NO"
"18/06/2020";"Capão da Canoa - R04, R05";18;4;"ME"
"18/06/2020";"Erechim - R16";23;16;"NO"
"15/06/2020";"Novo Hamburgo - R07";73;7;"ME"
"15/06/2020";"Pelotas - R21";20;21;"SU"
"16/06/2020";"Santa Rosa - R14";8;14;"MI"
"16/06/2020";"Santo Ângelo - R11";11;11;"MI"
"16/06/2020";"Pelotas - R21";11;21;"SU"
"17/06/2020";"Ijuí - R13";18;13;"MI"
"17/06/2020";"Taquara - R06";3;6;"ME"
"15/06/2020";"Ijuí - R13";16;13;"MI"
"15/06/2020";"Guaíba - R09";13;9;"ME"
"15/06/2020";"Palmeira das Missões - R15, R20";35;15;"NO"
"15/06/2020";"Cruz Alta - R12";2;12;"MI"
"15/06/2020";"Santa Rosa - R14";1;14;"MI"
"16/06/2020";"Palmeira das Missões - R15, R20";31;15;"NO"
"16/06/2020";"Taquara - R06";3;6;"ME"
"17/06/2020";"Cruz Alta - R12";15;12;"MI"
"17/06/2020";"Santo Ângelo - R11";9;11;"MI"
"17/06/2020";"Uruguaiana - R03";21;3;"CO"
"17/06/2020";"Pelotas - R21";7;21;"SU"
"17/06/2020";"Santa Cruz do Sul - R28";8;28;"VA"
"17/06/2020";"Porto Alegre - R10";97;10;"ME"
"17/06/2020";"Santa Maria - R01, R02";24;1;"CO"
"18/06/2020";"Ijuí - R13";9;13;"MI"
"18/06/2020";"Guaíba - R09";9;9;"ME"
"16/06/2020";"Santa Cruz do Sul - R28";15;28;"VA"
"19/06/2020";"Caxias do Sul - R23, R24, R25, R26";189;23;"SE"
"19/06/2020";"Porto Alegre - R10";125;10;"ME"
"19/06/2020";"Uruguaiana - R03";20;3;"CO"
"19/06/2020";"Bagé - R22";4;22;"SU"
"19/06/2020";"Capão da Canoa - R04, R05";20;4;"ME"
"19/06/2020";"Erechim - R16";16;16;"NO"
"19/06/2020";"Palmeira das Missões - R15, R20";45;15;"NO"
"19/06/2020";"Novo Hamburgo - R07";103;7;"ME"
"19/06/2020";"Cruz Alta - R12";7;12;"MI"
"19/06/2020";"Lajeado - R29, R30";28;29;"VA"
"19/06/2020";"Guaíba - R09";20;9;"ME"
"19/06/2020";"Cachoeira do Sul - R27";12;27;"VA"
"19/06/2020";"Santo Ângelo - R11";9;11;"MI"
"19/06/2020";"Passo Fundo - R17, R18, R19";44;17;"NO"
"17/06/2020";"Guaíba - R09";3;9;"ME"
"19/06/2020";"Canoas - R08";59;8;"ME"
"18/06/2020";"Bagé - R22";4;22;"SU"
"14/06/2020";"Cachoeira do Sul - R27";1;27;"VA"
"14/06/2020";"Porto Alegre - R10";10;10;"ME"
"14/06/2020";"Guaíba - R09";2;9;"ME"
"14/06/2020";"Novo Hamburgo - R07";3;7;"ME"
"14/06/2020";"Caxias do Sul - R23, R24, R25, R26";10;23;"SE"
"14/06/2020";"Erechim - R16";1;16;"NO"
"14/06/2020";"Lajeado - R29, R30";2;29;"VA"
"14/06/2020";"Santa Maria - R01, R02";3;1;"CO"
"14/06/2020";"Palmeira das Missões - R15, R20";3;15;"NO"
"14/06/2020";"Pelotas - R21";1;21;"SU"
"14/06/2020";"Santa Cruz do Sul - R28";1;28;"VA"
"18/06/2020";"Cachoeira do Sul - R27";7;27;"VA"
"16/06/2020";"Cachoeira do Sul - R27";21;27;"VA"
"17/06/2020";"Bagé - R22";8;22;"SU"
"17/06/2020";"Cachoeira do Sul - R27";7;27;"VA"
"16/06/2020";"Guaíba - R09";15;9;"ME"
"15/06/2020";"Santo Ângelo - R11";16;11;"MI"
"18/06/2020";"Cruz Alta - R12";3;12;"MI"
"15/06/2020";"Taquara - R06";7;6;"ME"
"15/06/2020";"Santa Cruz do Sul - R28";2;28;"VA"
"18/06/2020";"Taquara - R06";2;6;"ME"
"22/06/2020";"Passo Fundo - R17, R18, R19";69;17;"NO"
"22/06/2020";"Novo Hamburgo - R07";46;7;"ME"
"22/06/2020";"Capão da Canoa - R04, R05";14;4;"ME"
"22/06/2020";"Pelotas - R21";5;21;"SU"
"22/06/2020";"Palmeira das Missões - R15, R20";57;15;"NO"
"24/06/2020";"Passo Fundo - R17, R18, R19";105;17;"NO"
"24/06/2020";"Caxias do Sul - R23, R24, R25, R26";183;23;"SE"
"24/06/2020";"Ijuí - R13";5;13;"MI"
"24/06/2020";"Santa Cruz do Sul - R28";7;28;"VA"
"24/06/2020";"Canoas - R08";58;8;"ME"
"24/06/2020";"Novo Hamburgo - R07";137;7;"ME"
"23/06/2020";"Palmeira das Missões - R15, R20";30;15;"NO"
"23/06/2020";"Caxias do Sul - R23, R24, R25, R26";245;23;"SE"
"23/06/2020";"Capão da Canoa - R04, R05";36;4;"ME"
"23/06/2020";"Passo Fundo - R17, R18, R19";124;17;"NO"
"23/06/2020";"Novo Hamburgo - R07";115;7;"ME"
"23/06/2020";"Santa Cruz do Sul - R28";24;28;"VA"
"23/06/2020";"Pelotas - R21";47;21;"SU"
"23/06/2020";"Canoas - R08";58;8;"ME"
"23/06/2020";"Porto Alegre - R10";236;10;"ME"
"23/06/2020";"Santo Ângelo - R11";10;11;"MI"
"23/06/2020";"Santa Maria - R01, R02";25;1;"CO"
"23/06/2020";"Taquara - R06";5;6;"ME"
"23/06/2020";"Uruguaiana - R03";25;3;"CO"
"23/06/2020";"Erechim - R16";22;16;"NO"
"21/06/2020";"Caxias do Sul - R23, R24, R25, R26";29;23;"SE"
"21/06/2020";"Ijuí - R13";5;13;"MI"
"21/06/2020";"Capão da Canoa - R04, R05";37;4;"ME"
"21/06/2020";"Passo Fundo - R17, R18, R19";7;17;"NO"
"21/06/2020";"Lajeado - R29, R30";3;29;"VA"
"21/06/2020";"Novo Hamburgo - R07";16;7;"ME"
"21/06/2020";"Pelotas - R21";11;21;"SU"
"21/06/2020";"Palmeira das Missões - R15, R20";21;15;"NO"
"22/06/2020";"Ijuí - R13";13;13;"MI"
"22/06/2020";"Santa Maria - R01, R02";16;1;"CO"
"22/06/2020";"Lajeado - R29, R30";14;29;"VA"
"22/06/2020";"Porto Alegre - R10";34;10;"ME"
"22/06/2020";"Canoas - R08";38;8;"ME"
"22/06/2020";"Santa Rosa - R14";2;14;"MI"
"22/06/2020";"Santo Ângelo - R11";6;11;"MI"
"24/06/2020";"Erechim - R16";26;16;"NO"
"24/06/2020";"Porto Alegre - R10";292;10;"ME"
"24/06/2020";"Santo Ângelo - R11";7;11;"MI"
"24/06/2020";"Capão da Canoa - R04, R05";46;4;"ME"
"20/06/2020";"Porto Alegre - R10";64;10;"ME"
"20/06/2020";"Passo Fundo - R17, R18, R19";71;17;"NO"
"20/06/2020";"Palmeira das Missões - R15, R20";22;15;"NO"
"20/06/2020";"Guaíba - R09";12;9;"ME"
"20/06/2020";"Bagé - R22";3;22;"SU"
"20/06/2020";"Novo Hamburgo - R07";98;7;"ME"
"20/06/2020";"Lajeado - R29, R30";18;29;"VA"
"20/06/2020";"Caxias do Sul - R23, R24, R25, R26";108;23;"SE"
"20/06/2020";"Erechim - R16";13;16;"NO"
"20/06/2020";"Cachoeira do Sul - R27";34;27;"VA"
"22/06/2020";"Taquara - R06";2;6;"ME"
"22/06/2020";"Uruguaiana - R03";3;3;"CO"
"22/06/2020";"Cruz Alta - R12";6;12;"MI"
"22/06/2020";"Bagé - R22";7;22;"SU"
"24/06/2020";"Uruguaiana - R03";43;3;"CO"
"23/06/2020";"Santa Rosa - R14";13;14;"MI"
"23/06/2020";"Lajeado - R29, R30";39;29;"VA"
"20/06/2020";"Santa Cruz do Sul - R28";3;28;"VA"
"20/06/2020";"Canoas - R08";29;8;"ME"
"22/06/2020";"Caxias do Sul - R23, R24, R25, R26";27;23;"SE"
"22/06/2020";"Guaíba - R09";12;9;"ME"
"24/06/2020";"Pelotas - R21";29;21;"SU"
"24/06/2020";"Santa Maria - R01, R02";19;1;"CO"
"23/06/2020";"Cruz Alta - R12";17;12;"MI"
"23/06/2020";"Guaíba - R09";23;9;"ME"
"20/06/2020";"Ijuí - R13";14;13;"MI"
"20/06/2020";"Capão da Canoa - R04, R05";20;4;"ME"
"20/06/2020";"Cruz Alta - R12";2;12;"MI"
"22/06/2020";"Cachoeira do Sul - R27";2;27;"VA"
"23/06/2020";"Bagé - R22";8;22;"SU"
"19/06/2020";"Santa Rosa - R14";2;14;"MI"
"23/06/2020";"Cachoeira do Sul - R27";13;27;"VA"
"19/06/2020";"Ijuí - R13";18;13;"MI"
"20/06/2020";"Santa Maria - R01, R02";10;1;"CO"
"20/06/2020";"Pelotas - R21";25;21;"SU"
"23/06/2020";"Ijuí - R13";4;13;"MI"
"19/06/2020";"Santa Maria - R01, R02";21;1;"CO"
"20/06/2020";"Taquara - R06";2;6;"ME"
"20/06/2020";"Santo Ângelo - R11";11;11;"MI"
"20/06/2020";"Uruguaiana - R03";5;3;"CO"
"24/06/2020";"Bagé - R22";1;22;"SU"
"19/06/2020";"Pelotas - R21";10;21;"SU"
"19/06/2020";"Santa Cruz do Sul - R28";5;28;"VA"
"19/06/2020";"Taquara - R06";5;6;"ME"
"24/06/2020";"Guaíba - R09";33;9;"ME"
"24/06/2020";"Cachoeira do Sul - R27";14;27;"VA"
"24/06/2020";"Lajeado - R29, R30";23;29;"VA"
"20/06/2020";"Santa Rosa - R14";3;14;"MI"
"24/06/2020";"Cruz Alta - R12";15;12;"MI"
"24/06/2020";"Palmeira das Missões - R15, R20";33;15;"NO"
"21/06/2020";"Porto Alegre - R10";10;10;"ME"
"21/06/2020";"Santa Maria - R01, R02";9;1;"CO"
"21/06/2020";"Santo Ângelo - R11";2;11;"MI"
"21/06/2020";"Uruguaiana - R03";14;3;"CO"
"21/06/2020";"Santa Cruz do Sul - R28";1;28;"VA"
"22/06/2020";"Erechim - R16";9;16;"NO"
"24/06/2020";"Santa Rosa - R14";9;14;"MI"
"21/06/2020";"Cachoeira do Sul - R27";3;27;"VA"
"21/06/2020";"Canoas - R08";28;8;"ME"
"21/06/2020";"Cruz Alta - R12";2;12;"MI"
"26/06/2020";"Capão da Canoa - R04, R05";22;4;"ME"
"26/06/2020";"Lajeado - R29, R30";30;29;"VA"
"26/06/2020";"Passo Fundo - R17, R18, R19";84;17;"NO"
"26/06/2020";"Erechim - R16";23;16;"NO"
"26/06/2020";"Caxias do Sul - R23, R24, R25, R26";242;23;"SE"
"26/06/2020";"Palmeira das Missões - R15, R20";49;15;"NO"
"26/06/2020";"Santa Cruz do Sul - R28";20;28;"VA"
"26/06/2020";"Novo Hamburgo - R07";94;7;"ME"
"26/06/2020";"Canoas - R08";98;8;"ME"
"26/06/2020";"Porto Alegre - R10";171;10;"ME"
"26/06/2020";"Santa Maria - R01, R02";30;1;"CO"
"26/06/2020";"Uruguaiana - R03";27;3;"CO"
"26/06/2020";"Santa Rosa - R14";12;14;"MI"
"26/06/2020";"Santo Ângelo - R11";24;11;"MI"
"26/06/2020";"Guaíba - R09";32;9;"ME"
"27/06/2020";"Pelotas - R21";30;21;"SU"
"27/06/2020";"Santa Cruz do Sul - R28";5;28;"VA"
"27/06/2020";"Lajeado - R29, R30";25;29;"VA"
"27/06/2020";"Palmeira das Missões - R15, R20";48;15;"NO"
"27/06/2020";"Passo Fundo - R17, R18, R19";116;17;"NO"
"27/06/2020";"Santa Maria - R01, R02";18;1;"CO"
"27/06/2020";"Santo Ângelo - R11";7;11;"MI"
"27/06/2020";"Caxias do Sul - R23, R24, R25, R26";121;23;"SE"
"27/06/2020";"Porto Alegre - R10";102;10;"ME"
"27/06/2020";"Novo Hamburgo - R07";132;7;"ME"
"27/06/2020";"Canoas - R08";78;8;"ME"
"27/06/2020";"Capão da Canoa - R04, R05";40;4;"ME"
"28/06/2020";"Canoas - R08";29;8;"ME"
"28/06/2020";"Pelotas - R21";16;21;"SU"
"28/06/2020";"Porto Alegre - R10";31;10;"ME"
"28/06/2020";"Bagé - R22";2;22;"SU"
"28/06/2020";"Lajeado - R29, R30";4;29;"VA"
"28/06/2020";"Palmeira das Missões - R15, R20";40;15;"NO"
"28/06/2020";"Caxias do Sul - R23, R24, R25, R26";51;23;"SE"
"25/06/2020";"Passo Fundo - R17, R18, R19";119;17;"NO"
"25/06/2020";"Caxias do Sul - R23, R24, R25, R26";141;23;"SE"
"25/06/2020";"Lajeado - R29, R30";47;29;"VA"
"25/06/2020";"Novo Hamburgo - R07";124;7;"ME"
"25/06/2020";"Palmeira das Missões - R15, R20";122;15;"NO"
"25/06/2020";"Santa Cruz do Sul - R28";12;28;"VA"
"25/06/2020";"Ijuí - R13";16;13;"MI"
"25/06/2020";"Taquara - R06";7;6;"ME"
"26/06/2020";"Pelotas - R21";17;21;"SU"
"26/06/2020";"Cruz Alta - R12";12;12;"MI"
"27/06/2020";"Uruguaiana - R03";9;3;"CO"
"27/06/2020";"Erechim - R16";20;16;"NO"
"27/06/2020";"Bagé - R22";2;22;"SU"
"27/06/2020";"Cachoeira do Sul - R27";25;27;"VA"
"28/06/2020";"Passo Fundo - R17, R18, R19";14;17;"NO"
"28/06/2020";"Erechim - R16";2;16;"NO"
"28/06/2020";"Capão da Canoa - R04, R05";21;4;"ME"
"28/06/2020";"Cruz Alta - R12";1;12;"MI"
"28/06/2020";"Cachoeira do Sul - R27";1;27;"VA"
"25/06/2020";"Erechim - R16";27;16;"NO"
"26/06/2020";"Ijuí - R13";25;13;"MI"
"27/06/2020";"Ijuí - R13";23;13;"MI"
"27/06/2020";"Cruz Alta - R12";23;12;"MI"
"28/06/2020";"Guaíba - R09";1;9;"ME"
"28/06/2020";"Ijuí - R13";15;13;"MI"
"28/06/2020";"Novo Hamburgo - R07";14;7;"ME"
"25/06/2020";"Capão da Canoa - R04, R05";22;4;"ME"
"25/06/2020";"Santa Maria - R01, R02";13;1;"CO"
"25/06/2020";"Pelotas - R21";23;21;"SU"
"25/06/2020";"Porto Alegre - R10";225;10;"ME"
"27/06/2020";"Guaíba - R09";15;9;"ME"
"28/06/2020";"Santo Ângelo - R11";5;11;"MI"
"28/06/2020";"Santa Maria - R01, R02";1;1;"CO"
"25/06/2020";"Santo Ângelo - R11";11;11;"MI"
"25/06/2020";"Uruguaiana - R03";25;3;"CO"
"27/06/2020";"Santa Rosa - R14";6;14;"MI"
"26/06/2020";"Cachoeira do Sul - R27";12;27;"VA"
"25/06/2020";"Santa Rosa - R14";5;14;"MI"
"25/06/2020";"Canoas - R08";52;8;"ME"
"27/06/2020";"Taquara - R06";13;6;"ME"
"25/06/2020";"Guaíba - R09";15;9;"ME"
"24/06/2020";"Taquara - R06";5;6;"ME"
"25/06/2020";"Bagé - R22";3;22;"SU"
"25/06/2020";"Cachoeira do Sul - R27";3;27;"VA"
"25/06/2020";"Cruz Alta - R12";10;12;"MI"
"26/06/2020";"Taquara - R06";1;6;"ME"
"01/07/2020";"Canoas - R08";105;8;"ME"
"01/07/2020";"Novo Hamburgo - R07";126;7;"ME"
"01/07/2020";"Capão da Canoa - R04, R05";26;4;"ME"
"01/07/2020";"Porto Alegre - R10";163;10;"ME"
"01/07/2020";"Santa Cruz do Sul - R28";20;28;"VA"
"01/07/2020";"Santa Maria - R01, R02";11;1;"CO"
"02/07/2020";"Pelotas - R21";13;21;"SU"
"02/07/2020";"Porto Alegre - R10";169;10;"ME"
"02/07/2020";"Passo Fundo - R17, R18, R19";140;17;"NO"
"02/07/2020";"Palmeira das Missões - R15, R20";47;15;"NO"
"02/07/2020";"Lajeado - R29, R30";34;29;"VA"
"02/07/2020";"Erechim - R16";21;16;"NO"
"02/07/2020";"Novo Hamburgo - R07";152;7;"ME"
"30/06/2020";"Palmeira das Missões - R15, R20";61;15;"NO"
"30/06/2020";"Erechim - R16";43;16;"NO"
"30/06/2020";"Cruz Alta - R12";21;12;"MI"
"30/06/2020";"Caxias do Sul - R23, R24, R25, R26";227;23;"SE"
"30/06/2020";"Guaíba - R09";53;9;"ME"
"30/06/2020";"Novo Hamburgo - R07";232;7;"ME"
"30/06/2020";"Ijuí - R13";8;13;"MI"
"30/06/2020";"Passo Fundo - R17, R18, R19";97;17;"NO"
"30/06/2020";"Porto Alegre - R10";171;10;"ME"
"01/07/2020";"Caxias do Sul - R23, R24, R25, R26";280;23;"SE"
"01/07/2020";"Taquara - R06";13;6;"ME"
"01/07/2020";"Uruguaiana - R03";40;3;"CO"
"01/07/2020";"Palmeira das Missões - R15, R20";79;15;"NO"
"01/07/2020";"Passo Fundo - R17, R18, R19";156;17;"NO"
"30/06/2020";"Canoas - R08";88;8;"ME"
"30/06/2020";"Uruguaiana - R03";45;3;"CO"
"30/06/2020";"Lajeado - R29, R30";34;29;"VA"
"30/06/2020";"Santa Maria - R01, R02";27;1;"CO"
"01/07/2020";"Santo Ângelo - R11";8;11;"MI"
"01/07/2020";"Santa Rosa - R14";13;14;"MI"
"01/07/2020";"Lajeado - R29, R30";34;29;"VA"
"01/07/2020";"Guaíba - R09";47;9;"ME"
"30/06/2020";"Cachoeira do Sul - R27";14;27;"VA"
"30/06/2020";"Santa Cruz do Sul - R28";15;28;"VA"
"01/07/2020";"Cruz Alta - R12";10;12;"MI"
"30/06/2020";"Pelotas - R21";13;21;"SU"
"30/06/2020";"Taquara - R06";8;6;"ME"
"01/07/2020";"Pelotas - R21";14;21;"SU"
"01/07/2020";"Bagé - R22";6;22;"SU"
"01/07/2020";"Cachoeira do Sul - R27";9;27;"VA"
"02/07/2020";"Canoas - R08";119;8;"ME"
"02/07/2020";"Caxias do Sul - R23, R24, R25, R26";157;23;"SE"
"02/07/2020";"Santa Maria - R01, R02";5;1;"CO"
"02/07/2020";"Uruguaiana - R03";14;3;"CO"
"02/07/2020";"Bagé - R22";5;22;"SU"
"29/06/2020";"Porto Alegre - R10";48;10;"ME"
"29/06/2020";"Guaíba - R09";6;9;"ME"
"29/06/2020";"Uruguaiana - R03";5;3;"CO"
"29/06/2020";"Lajeado - R29, R30";10;29;"VA"
"29/06/2020";"Palmeira das Missões - R15, R20";33;15;"NO"
"29/06/2020";"Bagé - R22";6;22;"SU"
"29/06/2020";"Passo Fundo - R17, R18, R19";69;17;"NO"
"29/06/2020";"Erechim - R16";12;16;"NO"
"29/06/2020";"Caxias do Sul - R23, R24, R25, R26";48;23;"SE"
"29/06/2020";"Cruz Alta - R12";14;12;"MI"
"29/06/2020";"Capão da Canoa - R04, R05";24;4;"ME"
"30/06/2020";"Capão da Canoa - R04, R05";43;4;"ME"
"01/07/2020";"Erechim - R16";17;16;"NO"
"01/07/2020";"Ijuí - R13";5;13;"MI"
"02/07/2020";"Guaíba - R09";45;9;"ME"
"02/07/2020";"Taquara - R06";13;6;"ME"
"29/06/2020";"Novo Hamburgo - R07";59;7;"ME"
"29/06/2020";"Ijuí - R13";13;13;"MI"
"02/07/2020";"Santa Rosa - R14";8;14;"MI"
"02/07/2020";"Capão da Canoa - R04, R05";21;4;"ME"
"02/07/2020";"Cachoeira do Sul - R27";6;27;"VA"
"29/06/2020";"Canoas - R08";16;8;"ME"
"30/06/2020";"Santa Rosa - R14";13;14;"MI"
"29/06/2020";"Pelotas - R21";9;21;"SU"
"29/06/2020";"Taquara - R06";10;6;"ME"
"30/06/2020";"Santo Ângelo - R11";13;11;"MI"
"29/06/2020";"Santa Maria - R01, R02";7;1;"CO"
"29/06/2020";"Santa Cruz do Sul - R28";7;28;"VA"
"29/06/2020";"Santo Ângelo - R11";12;11;"MI"
"29/06/2020";"Santa Rosa - R14";2;14;"MI"
"02/07/2020";"Cruz Alta - R12";7;12;"MI"
"02/07/2020";"Ijuí - R13";12;13;"MI"
"28/06/2020";"Uruguaiana - R03";2;3;"CO"
"28/06/2020";"Santa Cruz do Sul - R28";1;28;"VA"
"05/07/2020";"Bagé - R22";8;22;"SU"
"05/07/2020";"Guaíba - R09";6;9;"ME"
"05/07/2020";"Porto Alegre - R10";75;10;"ME"
"05/07/2020";"Canoas - R08";6;8;"ME"
"05/07/2020";"Caxias do Sul - R23, R24, R25, R26";11;23;"SE"
"05/07/2020";"Passo Fundo - R17, R18, R19";30;17;"NO"
"05/07/2020";"Cachoeira do Sul - R27";6;27;"VA"
"05/07/2020";"Cruz Alta - R12";10;12;"MI"
"05/07/2020";"Capão da Canoa - R04, R05";9;4;"ME"
"05/07/2020";"Santa Rosa - R14";3;14;"MI"
"06/07/2020";"Pelotas - R21";16;21;"SU"
"06/07/2020";"Capão da Canoa - R04, R05";22;4;"ME"
"06/07/2020";"Passo Fundo - R17, R18, R19";53;17;"NO"
"06/07/2020";"Santa Maria - R01, R02";12;1;"CO"
"06/07/2020";"Porto Alegre - R10";92;10;"ME"
"06/07/2020";"Santa Cruz do Sul - R28";9;28;"VA"
"06/07/2020";"Lajeado - R29, R30";20;29;"VA"
"06/07/2020";"Palmeira das Missões - R15, R20";24;15;"NO"
"03/07/2020";"Novo Hamburgo - R07";155;7;"ME"
"03/07/2020";"Caxias do Sul - R23, R24, R25, R26";220;23;"SE"
"03/07/2020";"Passo Fundo - R17, R18, R19";126;17;"NO"
"03/07/2020";"Palmeira das Missões - R15, R20";40;15;"NO"
"03/07/2020";"Taquara - R06";17;6;"ME"
"03/07/2020";"Capão da Canoa - R04, R05";35;4;"ME"
"04/07/2020";"Porto Alegre - R10";225;10;"ME"
"04/07/2020";"Ijuí - R13";9;13;"MI"
"04/07/2020";"Palmeira das Missões - R15, R20";80;15;"NO"
"04/07/2020";"Caxias do Sul - R23, R24, R25, R26";140;23;"SE"
"04/07/2020";"Lajeado - R29, R30";49;29;"VA"
"04/07/2020";"Capão da Canoa - R04, R05";63;4;"ME"
"04/07/2020";"Uruguaiana - R03";17;3;"CO"
"05/07/2020";"Ijuí - R13";27;13;"MI"
"05/07/2020";"Uruguaiana - R03";5;3;"CO"
"05/07/2020";"Novo Hamburgo - R07";32;7;"ME"
"06/07/2020";"Santo Ângelo - R11";3;11;"MI"
"06/07/2020";"Novo Hamburgo - R07";101;7;"ME"
"06/07/2020";"Canoas - R08";34;8;"ME"
"06/07/2020";"Caxias do Sul - R23, R24, R25, R26";33;23;"SE"
"06/07/2020";"Guaíba - R09";3;9;"ME"
"06/07/2020";"Erechim - R16";13;16;"NO"
"06/07/2020";"Uruguaiana - R03";3;3;"CO"
"03/07/2020";"Porto Alegre - R10";165;10;"ME"
"03/07/2020";"Lajeado - R29, R30";38;29;"VA"
"03/07/2020";"Pelotas - R21";20;21;"SU"
"04/07/2020";"Passo Fundo - R17, R18, R19";166;17;"NO"
"04/07/2020";"Canoas - R08";107;8;"ME"
"04/07/2020";"Novo Hamburgo - R07";103;7;"ME"
"04/07/2020";"Erechim - R16";31;16;"NO"
"05/07/2020";"Taquara - R06";4;6;"ME"
"05/07/2020";"Palmeira das Missões - R15, R20";18;15;"NO"
"05/07/2020";"Pelotas - R21";4;21;"SU"
"06/07/2020";"Taquara - R06";4;6;"ME"
"03/07/2020";"Erechim - R16";14;16;"NO"
"03/07/2020";"Santo Ângelo - R11";34;11;"MI"
"03/07/2020";"Santa Cruz do Sul - R28";7;28;"VA"
"03/07/2020";"Uruguaiana - R03";16;3;"CO"
"04/07/2020";"Santa Cruz do Sul - R28";13;28;"VA"
"04/07/2020";"Guaíba - R09";26;9;"ME"
"05/07/2020";"Santa Maria - R01, R02";8;1;"CO"
"06/07/2020";"Cachoeira do Sul - R27";6;27;"VA"
"03/07/2020";"Santa Rosa - R14";6;14;"MI"
"03/07/2020";"Canoas - R08";67;8;"ME"
"03/07/2020";"Santa Maria - R01, R02";9;1;"CO"
"03/07/2020";"Guaíba - R09";63;9;"ME"
"04/07/2020";"Pelotas - R21";30;21;"SU"
"02/07/2020";"Santa Cruz do Sul - R28";11;28;"VA"
"03/07/2020";"Cruz Alta - R12";15;12;"MI"
"04/07/2020";"Santo Ângelo - R11";29;11;"MI"
"04/07/2020";"Taquara - R06";9;6;"ME"
"04/07/2020";"Santa Rosa - R14";16;14;"MI"
"04/07/2020";"Santa Maria - R01, R02";58;1;"CO"
"03/07/2020";"Cachoeira do Sul - R27";10;27;"VA"
"03/07/2020";"Ijuí - R13";7;13;"MI"
"02/07/2020";"Santo Ângelo - R11";2;11;"MI"
"04/07/2020";"Cruz Alta - R12";12;12;"MI"
